frame,x1,y1,x2,y2,confidence,class_id
101,221.21962,225.84276,348.19232,364.982,0.5088993,5.0
102,74.09177,212.4343,240.5795,642.2805,0.9254948,6.0
102,226.34492,220.14647,348.7916,570.9307,0.9164247,6.0
103,96.45041,202.41371,245.4548,642.242,0.9310143,6.0
103,230.12717,220.79202,350.8262,566.09204,0.93069315,6.0
104,232.32329,219.8599,352.68066,559.27124,0.9303048,6.0
104,120.248924,200.90157,248.28183,641.1463,0.9222427,6.0
105,232.62524,220.10335,353.62732,552.985,0.9403774,6.0
105,127.98753,193.12257,253.44324,637.5002,0.9264022,6.0
106,228.0997,221.50293,355.82083,551.714,0.93425685,6.0
106,127.5565,190.07007,253.13171,639.2974,0.89427936,6.0
106,246.07854,222.2113,352.93,339.2722,0.2759079,5.0
107,247.40138,221.64256,353.72495,550.8575,0.9207309,6.0
107,126.88186,183.54642,261.1675,634.92316,0.88224256,6.0
108,241.07335,220.96027,352.52173,550.14984,0.93301135,6.0
108,125.17576,186.39047,261.43222,637.77686,0.8964042,6.0
108,232.81445,221.39296,352.46802,341.53687,0.6974573,5.0
109,244.24327,220.79625,348.28473,547.8621,0.9290816,6.0
109,120.20454,194.98941,259.82895,639.3936,0.9237294,6.0
110,239.65038,221.12111,346.81924,548.581,0.9265375,6.0
110,113.287254,198.07602,255.14075,641.7522,0.9061736,6.0
110,237.48729,221.38376,349.23376,345.05603,0.4720923,5.0
111,231.14363,220.61894,342.6977,550.2447,0.93797237,6.0
111,113.388855,198.6205,255.97574,640.06836,0.91479266,6.0
111,234.05948,222.92212,346.89972,344.39624,0.75140744,5.0
112,229.68736,221.7157,340.1812,548.3939,0.934045,6.0
112,107.52614,195.11304,242.66382,641.12787,0.8945409,6.0
112,229.62282,224.6957,344.136,341.2133,0.7184939,5.0
113,226.85573,222.01996,337.67923,547.01514,0.9356006,6.0
113,122.6693,207.16145,256.9105,636.3314,0.910538,6.0
114,127.09701,201.20119,259.3141,611.3726,0.93228024,6.0
114,229.72469,223.87463,335.932,551.5836,0.914897,6.0
115,121.45319,200.9208,269.52948,570.28076,0.9325549,6.0
115,236.41992,229.7725,333.56174,547.63214,0.88723236,6.0
116,116.04316,199.8857,289.61777,549.2569,0.9196577,6.0
116,199.4028,224.45142,334.70038,546.30066,0.8640669,6.0
116,191.80879,362.9346,285.95132,532.4816,0.6166377,4.0
117,191.88083,227.1662,333.84857,545.11926,0.9130623,6.0
117,115.470726,199.92064,291.45386,551.6873,0.8838451,6.0
117,217.43663,228.33884,334.90555,334.946,0.8487654,5.0
117,204.24847,345.86456,283.19608,494.79092,0.6683697,4.0
118,224.96509,232.05057,334.7447,335.81494,0.93059677,5.0
118,216.33421,232.4926,328.14285,546.7528,0.8786201,6.0
118,112.428246,207.573,294.80457,552.10675,0.87306,6.0
118,179.74919,324.4399,295.59225,459.46777,0.8684591,4.0
118,141.58946,302.32645,294.8211,474.26144,0.31594318,6.0
119,116.16539,218.5043,299.5757,554.2638,0.9018528,6.0
119,227.38899,234.05559,334.92197,330.72708,0.8985413,5.0
119,180.01608,318.99524,295.2906,440.9302,0.8653738,4.0
119,204.09978,231.49649,333.1474,548.2919,0.7959748,6.0
120,124.422,218.71626,299.54022,557.0733,0.9219465,6.0
120,187.27971,316.19183,294.652,442.3854,0.8249495,4.0
120,205.56992,230.24448,331.1563,545.294,0.6979216,6.0
120,185.29388,296.03763,308.40485,467.05084,0.4142732,6.0
121,118.583176,217.23593,302.00595,556.0775,0.9344238,6.0
121,229.63873,235.46779,329.26727,545.7661,0.8375797,6.0
121,189.26222,319.0899,300.41562,447.18137,0.82228374,4.0
121,234.59552,235.91124,329.12735,331.9079,0.7281798,5.0
121,208.1766,279.183,326.4074,494.1538,0.26573476,4.0
122,115.38083,217.85025,297.4621,559.1366,0.92358655,6.0
122,235.56793,236.14023,332.38452,546.5647,0.8881772,6.0
122,193.40012,328.72528,297.6222,458.06223,0.77644813,4.0
122,199.28586,321.66138,305.91592,461.80652,0.27005142,6.0
122,238.75963,235.18939,331.25702,340.4393,0.25677904,5.0
123,239.68858,234.02226,336.56134,545.5547,0.92825794,6.0
123,117.15478,209.27815,304.35867,556.7404,0.8958281,6.0
123,239.47217,233.0027,331.807,351.36005,0.85340905,5.0
123,201.75284,335.06754,300.24313,471.8403,0.53114223,4.0
124,234.34897,232.79121,340.93268,546.20355,0.9324699,6.0
124,125.5154,207.03087,298.953,555.71954,0.9134972,6.0
125,235.74019,232.05652,343.50916,543.6214,0.9337213,6.0
125,132.24507,204.72516,286.69226,555.8787,0.9211772,6.0
126,235.86185,232.66129,345.94263,549.03046,0.93221605,6.0
126,135.16603,205.64543,271.82724,564.4987,0.9222194,6.0
127,140.73279,207.36542,270.49118,578.4867,0.93182445,6.0
127,246.1186,232.89183,347.2324,537.05316,0.93164593,6.0
128,136.26585,208.89148,273.6495,583.9749,0.94008005,6.0
128,243.23697,231.22098,351.25586,535.4568,0.93102396,6.0
129,130.72958,209.80031,274.28085,589.83276,0.94049025,6.0
129,248.96477,229.53995,359.60464,538.79785,0.92649835,6.0
130,133.65065,209.97083,277.48026,595.72015,0.94493276,6.0
130,254.44415,228.28632,362.46368,540.65643,0.9179667,6.0
131,140.83633,208.51924,280.38516,596.9406,0.9550506,6.0
131,253.85796,228.1717,364.4262,539.74506,0.92475885,6.0
132,157.91795,215.77449,279.05664,591.9388,0.93323183,6.0
132,266.8994,225.12584,361.94238,539.0764,0.9151007,6.0
133,170.0004,214.45396,274.4266,592.842,0.9323188,6.0
133,240.73297,223.60963,366.54797,544.10266,0.9156043,6.0
134,170.33452,216.53441,274.1176,592.7658,0.9300894,6.0
134,249.86024,222.14166,365.93057,549.61926,0.87877506,6.0
134,196.68005,219.3529,273.33936,335.49115,0.6469044,2.0
135,167.92014,214.05788,275.6092,590.58167,0.9280883,6.0
135,267.93005,220.10797,363.85468,543.7952,0.8912724,6.0
135,202.73326,217.05185,274.8056,336.01065,0.6017468,2.0
136,164.5482,216.69702,274.05768,589.598,0.9297619,6.0
136,268.2263,219.76907,362.25134,542.7172,0.89612645,6.0
137,161.38431,217.41861,286.3481,589.21875,0.92861974,6.0
137,252.55743,220.0675,359.58182,540.3141,0.7951636,6.0
138,153.59988,217.03331,283.63547,590.6044,0.93025225,6.0
138,252.92908,220.2662,351.39716,537.15765,0.8791578,6.0
139,136.01978,215.50066,274.5147,593.6989,0.9300401,6.0
139,238.75925,220.72441,349.00504,536.77594,0.90824556,6.0
140,120.222176,218.18306,267.49335,591.4384,0.94636613,6.0
140,235.40738,221.16478,349.24878,536.68774,0.93228877,6.0
141,114.712456,222.16469,246.48436,593.64136,0.9437604,6.0
141,231.62057,221.51698,344.07135,533.64264,0.927478,6.0
142,110.62388,220.4281,247.57245,595.109,0.95045507,6.0
142,226.39601,222.13208,340.8179,534.02576,0.9331022,6.0
143,105.57578,211.91954,244.44672,595.70276,0.955345,6.0
143,225.926,219.9131,337.28107,533.7655,0.93843514,6.0
144,119.93039,218.69136,232.96945,593.65326,0.93474424,6.0
144,208.90639,218.70189,329.47058,532.7773,0.8985583,6.0
145,122.85872,218.73842,225.09636,592.89264,0.93058175,6.0
145,218.09909,219.68776,316.75964,531.5131,0.9135973,6.0
146,120.199875,215.27191,218.0138,591.8486,0.9224842,6.0
146,207.41689,218.55096,314.99545,532.57623,0.9161405,6.0
146,148.33113,219.19469,222.96951,328.60532,0.44652504,2.0
147,211.01009,222.50726,310.92865,530.4503,0.92452526,6.0
147,115.90755,216.66466,211.28508,592.4666,0.9164335,6.0
147,140.12585,218.40768,217.87102,329.6256,0.886168,2.0
147,194.38274,250.17882,268.64572,304.8977,0.83884203,1.0
147,142.40416,216.50291,218.05165,329.03732,0.4204682,1.0
148,204.80911,226.53586,309.25665,529.5034,0.93859535,6.0
148,111.75984,214.12772,203.83301,593.285,0.9296768,6.0
